"id","wing","wing_title","artifact_title","location","description"
"mesopotamia-018","mesopotamia","جناح حضارة بلاد الرافدين","مدينة نينوى الآشورية","العراق","عاصمة الإمبراطورية الآشورية الحديثة. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-019","mesopotamia","جناح حضارة بلاد الرافدين","مدينة أوروك","العراق","من أقدم المدن الحضرية في التاريخ. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-020","mesopotamia","جناح حضارة بلاد الرافدين","مدينة ماري السورية","سوريا","مركز تجاري وإداري مهم ببلاد الرافدين. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-021","mesopotamia","جناح حضارة بلاد الرافدين","قصر سرجون الثاني بخورسباد","العراق","قصر آشوري ضخم بتماثيل الثيران المجنحة. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-022","mesopotamia","جناح حضارة بلاد الرافدين","زقورة تشوغازنبيل","إيران","زقورة عيلامية من أفضل الزقورات حفظاً. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-023","mesopotamia","جناح حضارة بلاد الرافدين","أسوار بابل العظيمة","بابل","تحصينات ضخمة أحاطت بالمدينة القديمة. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-024","mesopotamia","جناح حضارة بلاد الرافدين","بوابة نمرود الحجرية","آشور","بوابة مزينة بثيران مجنحة حارسة. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-025","mesopotamia","جناح حضارة بلاد الرافدين","مسلة حمورابي القانونية","حجر ديوريت أسود","أشمل مجموعة قوانين مدونة في العالم القديم. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-026","mesopotamia","جناح حضارة بلاد الرافدين","لوح ملحمة جلجامش الطيني","طين مشوي بالكتابة المسمارية","أقدم عمل أدبي ملحمي معروف. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-027","mesopotamia","جناح حضارة بلاد الرافدين","ثور مجنح آشوري (لاماسو)","حجر جيري","تمثال حارس بجسد ثور ورأس إنسان. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-028","mesopotamia","جناح حضارة بلاد الرافدين","ختم أسطواني بابلي","حجر كريم منحوت","يُدحرج لطبع نقش على الطين الرطب. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-029","mesopotamia","جناح حضارة بلاد الرافدين","قيثارة أور الذهبية","ذهب ولازورد","آلة موسيقية سومرية فاخرة. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-030","mesopotamia","جناح حضارة بلاد الرافدين","لوح طيني بالكتابة المسمارية","طين مشوي","أقدم نظام كتابة معروف في التاريخ. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-031","mesopotamia","جناح حضارة بلاد الرافدين","تمثال جلجامش يصارع أسداً","حجر","يجسد قوة البطل الأسطوري السومري. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-032","mesopotamia","جناح حضارة بلاد الرافدين","مسلة النسور السومرية","حجر جيري","توثق انتصاراً عسكرياً سومرياً مبكراً. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-033","mesopotamia","جناح حضارة بلاد الرافدين","قناع طيني لإله بابلي","طين مشوي","يستخدم في الطقوس الدينية البابلية. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-034","mesopotamia","جناح حضارة بلاد الرافدين","لوح فلكي بابلي","طين مشوي","يسجل ملاحظات فلكية دقيقة للكواكب. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-035","mesopotamia","جناح حضارة بلاد الرافدين","إناء فخاري سومري مزخرف","فخار","استخدام يومي في المدن السومرية المبكرة. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-036","mesopotamia","جناح حضارة بلاد الرافدين","حلي ملكة أور الذهبية","ذهب وأحجار كريمة","مجوهرات فاخرة من مقابر أور الملكية. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-037","mesopotamia","جناح حضارة بلاد الرافدين","تمثال المصلي السومري","حجر جيري","تمثال صغير يرمز للتعبد الدائم. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-038","mesopotamia","جناح حضارة بلاد الرافدين","لوح حسابي بابلي (رياضيات)","طين مشوي","يوثق نظام العد الستيني البابلي. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-039","mesopotamia","جناح حضارة بلاد الرافدين","عربة حربية سومرية (نموذج)","خشب وبرونز","تعكس تطور الحرب في بلاد الرافدين. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-040","mesopotamia","جناح حضارة بلاد الرافدين","تاج ملكي آشوري","ذهب","رمز السلطة الملكية الآشورية. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-041","mesopotamia","جناح حضارة بلاد الرافدين","لوح شريعة أشنونا","طين مشوي","مجموعة قوانين سابقة على شريعة حمورابي. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-042","mesopotamia","جناح حضارة بلاد الرافدين","تمثال إله العاصفة حدد","حجر","إله الرعد والمطر في الميثولوجيا الرافدية. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-043","mesopotamia","جناح حضارة بلاد الرافدين","نارام سين","نحو 2254 ق.م","حفيد سرجون الأكادي، أعلن نفسه إلهاً. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-044","mesopotamia","جناح حضارة بلاد الرافدين","جوديا حاكم لجش","نحو 2144 ق.م","اشتهر بتماثيله الحجرية العديدة. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-045","mesopotamia","جناح حضارة بلاد الرافدين","شولجي","نحو 2094 ق.م","ملك سومري قوي من سلالة أور الثالثة. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-046","mesopotamia","جناح حضارة بلاد الرافدين","آشور ناصربال الثاني","883-859 ق.م","بنى قصر نمرود الشهير. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-047","mesopotamia","جناح حضارة بلاد الرافدين","شلمنصر الثالث","859-824 ق.م","وسّع حدود الإمبراطورية الآشورية. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-048","mesopotamia","جناح حضارة بلاد الرافدين","إسرحدون","681-669 ق.م","أعاد بناء بابل بعد تدميرها. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-049","mesopotamia","جناح حضارة بلاد الرافدين","تجلات بلاسر الأول","1114-1076 ق.م","من أوائل الملوك الآشوريين الفاتحين. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-050","mesopotamia","جناح حضارة بلاد الرافدين","زيمري ليم","نحو 1775 ق.م","حاكم مدينة ماري المزدهرة. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-051","mesopotamia","جناح حضارة بلاد الرافدين","توكولتي نينورتا الأول","1243-1207 ق.م","وسّع النفوذ الآشوري نحو بابل. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-052","mesopotamia","جناح حضارة بلاد الرافدين","سميراميس (شمورامات)","القرن التاسع ق.م","ملكة آشورية أسطورية الذكر. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-053","mesopotamia","جناح حضارة بلاد الرافدين","إيبي سين","نحو 2028 ق.م","آخر ملوك سلالة أور الثالثة. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-054","mesopotamia","جناح حضارة بلاد الرافدين","زقورة نيبور","العراق","مركز ديني سومري لعبادة إله الهواء إنليل. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-055","mesopotamia","جناح حضارة بلاد الرافدين","زقورة إريدو","العراق","تعد إريدو أقدم مدينة سومرية معروفة. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-056","mesopotamia","جناح حضارة بلاد الرافدين","قصر آشور ناصربال بنمرود","العراق","قصر آشوري مزخرف بألواح حجرية بارزة. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-057","mesopotamia","جناح حضارة بلاد الرافدين","قصر سنحاريب في نينوى","العراق","عُرف بالقصر الذي لا مثيل له. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-058","mesopotamia","جناح حضارة بلاد الرافدين","معبد مردوخ (إيساجيلا)","بابل","المعبد الرئيسي لكبير آلهة بابل. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-059","mesopotamia","جناح حضارة بلاد الرافدين","مدينة أور السومرية","العراق","مدينة سومرية عريقة ومسقط رأس النبي إبراهيم تقليدياً. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-060","mesopotamia","جناح حضارة بلاد الرافدين","مدينة لجش","العراق","من أقدم دول المدن السومرية. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-061","mesopotamia","جناح حضارة بلاد الرافدين","مدينة كيش","العراق","مدينة سومرية بارزة في قوائم الملوك. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-062","mesopotamia","جناح حضارة بلاد الرافدين","مدينة آشور","العراق","العاصمة الدينية القديمة للإمبراطورية الآشورية. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-063","mesopotamia","جناح حضارة بلاد الرافدين","قصر خورسآباد (دور شروكين)","العراق","عاصمة بناها سرجون الثاني الآشوري. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-064","mesopotamia","جناح حضارة بلاد الرافدين","مسلة النصر لنارام سين","حجر","تخلد انتصار الملك الأكادي على أعدائه. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-065","mesopotamia","جناح حضارة بلاد الرافدين","تمثال جوديا الجالس","حجر ديوريت","يصور الحاكم السومري في وضعية تعبد. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-066","mesopotamia","جناح حضارة بلاد الرافدين","رأس أكادية برونزية (سرجون)","برونز","تمثال ملكي دقيق الصنع من العصر الأكادي. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-067","mesopotamia","جناح حضارة بلاد الرافدين","عاجيات نمرود","عاج منحوت","زخارف فاخرة من قصور آشورية. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-068","mesopotamia","جناح حضارة بلاد الرافدين","نقش آشوري لصيد الأسود","حجر جيري","يصور مشاهد صيد ملكية آشورية بارزة. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-069","mesopotamia","جناح حضارة بلاد الرافدين","نقش آشوري لحصار مدينة","حجر جيري","يوثق الحملات العسكرية الآشورية. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-070","mesopotamia","جناح حضارة بلاد الرافدين","حجر الحدود (كودورو)","حجر","وثيقة ملكية تحدد ملكية الأراضي. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-071","mesopotamia","جناح حضارة بلاد الرافدين","وزن على هيئة بطة","حجر","أداة قياس تجارية من بلاد الرافدين. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-072","mesopotamia","جناح حضارة بلاد الرافدين","لوح رياضي بابلي (بلمبتون 322)","طين مشوي","يوثق معرفة بابلية متقدمة بالمثلثات. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-073","mesopotamia","جناح حضارة بلاد الرافدين","لوح فلكي (مول أبين)","طين مشوي","قائمة نجوم وتوقعات فلكية بابلية. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-074","mesopotamia","جناح حضارة بلاد الرافدين","لوحة ملكة الليل (بورني)","طين مشوي","لوح بارز يصور إلهة بابلية جدلية الهوية. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-075","mesopotamia","جناح حضارة بلاد الرافدين","ختم بمشهد وليمة سومرية","حجر كريم","يصور مأدبة ملكية أو دينية. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-076","mesopotamia","جناح حضارة بلاد الرافدين","لوحة أور ناشه النذرية","حجر جيري","توثق أعمال بناء ملك سومري. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-077","mesopotamia","جناح حضارة بلاد الرافدين","تمثال تأسيسي نحاسي","نحاس","يوضع أساس المعابد كطقس تأسيسي. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-078","mesopotamia","جناح حضارة بلاد الرافدين","خوذة مسكلامدوج البرونزية","ذهب وبرونز","خوذة ملكية من مقابر أور الملكية. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-079","mesopotamia","جناح حضارة بلاد الرافدين","خنجر أور الذهبي","ذهب وحجر لازورد","سلاح احتفالي فاخر من مقابر أور. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-080","mesopotamia","جناح حضارة بلاد الرافدين","لعبة أور الملكية","خشب وصدف","لعبة لوحية سومرية من أقدم الألعاب المعروفة. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-081","mesopotamia","جناح حضارة بلاد الرافدين","قيثارة أور الفضية","فضة","آلة موسيقية سومرية فاخرة أخرى من مقابر أور. توثّق هذه القطعة إسهام حضارة بلاد الرافدين في الكتابة والقانون والعمارة."
"mesopotamia-082","mesopotamia","جناح حضارة بلاد الرافدين","راية الحرب والسلام (ستاندرد أور)","خشب مطعم بالصدف واللازورد","لوح فسيفسائي يصور مشاهد حرب وسلام سومرية. تروي هذه القطعة فصلاً من قصة أقدم حضارة عرفت الكتابة والتدوين."
"mesopotamia-083","mesopotamia","جناح حضارة بلاد الرافدين","تمثال الكبش في الأدغال","ذهب ولازورد","تحفة سومرية شهيرة من مقابر أور الملكية. تعكس هذه القطعة تطور نظم الحكم والتجارة في سومر وبابل وآشور."
"mesopotamia-084","mesopotamia","جناح حضارة بلاد الرافدين","مسلة النسور","حجر جيري","توثق انتصاراً عسكرياً سومرياً مبكراً بين لجش وأوما. تكشف هذه القطعة عن عبقرية الإنسان الأول في تدوين المعرفة على الطين."
"mesopotamia-085","mesopotamia","جناح حضارة بلاد الرافدين","لوح طيني بملحمة الطوفان","طين مشوي بالخط المسماري","جزء من ملحمة جلجامش يروي قصة طوفان عظيم، ويُعد من أقدم قصص الطوفان المكتوبة في التاريخ."
"mesopotamia-086","mesopotamia","جناح حضارة بلاد الرافدين","تمثال عبادة سومري بعيون مرصعة","حجر الجبس","تمثال نذري صغير كان يُوضع في المعابد لتمثيل المصلي في حضرة الإله بشكل دائم."
"mesopotamia-087","mesopotamia","جناح حضارة بلاد الرافدين","ختم أسطواني بمشهد أسطوري","حجر كريم منحوت","ختم صغير كان يُدحرج على الطين لترك بصمة تصور مشاهد دينية أو أسطورية متكررة."
"mesopotamia-088","mesopotamia","جناح حضارة بلاد الرافدين","رأس ثور برونزي من أور","برونز ولازورد","قطعة زخرفية كانت تُثبّت على آلة موسيقية ملكية، وتعكس مهارة الصياغة السومرية المبكرة."
"mesopotamia-089","mesopotamia","جناح حضارة بلاد الرافدين","لوح حدود بابلي (كودورو)","حجر منحوت","لوح حجري يوثّق ملكية أرض زراعية، ونُقشت عليه رموز آلهة لحمايته من التزوير."
"mesopotamia-090","mesopotamia","جناح حضارة بلاد الرافدين","بقايا قيثارة أور الملكية","خشب وذهب ولازورد","آلة موسيقية فاخرة عُثر عليها في مقابر أور الملكية، ورأسها منحوت على هيئة رأس ثور."
"mesopotamia-091","mesopotamia","جناح حضارة بلاد الرافدين","تمثال كاهن آشوري ملتحٍ","حجر جيري","تمثال يصور أحد كبار الكهنة بلحية مجعّدة مصففة، وفق الأسلوب النحتي الآشوري المميز."
"mesopotamia-092","mesopotamia","جناح حضارة بلاد الرافدين","لوح كتابة مدرسي (بيت الكتبة)","طين مشوي","لوح تدريب استخدمه تلاميذ الكتابة في المدارس السومرية لإتقان الخط المسماري."
"mesopotamia-093","mesopotamia","جناح حضارة بلاد الرافدين","نموذج مصغّر لزقورة أور","طين مشوي","نموذج يعيد تصور الزقورة، المعبد المدرّج الذي كان يربط بين الأرض والسماء في العقيدة السومرية."
"mesopotamia-094","mesopotamia","جناح حضارة بلاد الرافدين","تمثال ثور مجنح آشوري (لاماسو)","حجر جيري","تمثال حارس ضخم بجسد ثور وأجنحة ورأس إنسان، كان يحرس مداخل القصور الآشورية."
"mesopotamia-095","mesopotamia","جناح حضارة بلاد الرافدين","جرة تخزين فخارية سومرية","فخار","إناء استُخدم لتخزين الحبوب أو الزيوت في المنازل والمخازن السومرية."
"mesopotamia-096","mesopotamia","جناح حضارة بلاد الرافدين","مسلة النسور السومرية","حجر منحوت","مسلة نصر تخلّد انتصار مدينة لجش، وتُعد من أقدم الوثائق المصورة للحروب في التاريخ."
"mesopotamia-097","mesopotamia","جناح حضارة بلاد الرافدين","حلية أذن ذهبية من مقابر أور","ذهب","حلية دقيقة الصنع عُثر عليها في المقابر الملكية بأور، تعكس رقي الصياغة السومرية."
"mesopotamia-098","mesopotamia","جناح حضارة بلاد الرافدين","لوح فلكي بابلي","طين مشوي","سجل فلكي يوثّق رصد حركة الكواكب والنجوم، ويُظهر تقدم علم الفلك البابلي."
"mesopotamia-099","mesopotamia","جناح حضارة بلاد الرافدين","نموذج عجلة حربية سومرية","خشب وبرونز","نموذج مصغر لأقدم عربة حربية ذات عجلات معروفة في التاريخ."
"mesopotamia-100","mesopotamia","جناح حضارة بلاد الرافدين","تمثال طيني للإلهة عشتار","طين مشوي","يمثل عشتار إلهة الحب والحرب، من أكثر الآلهة تبجيلاً في بلاد الرافدين."
"world-001","world","جناح حضارات العالم","هرم تشيتشن إيتزا (كوكولكان)","حضارة المايا - المكسيك","هرم مدرج يعكس دقة المايا الفلكية. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-002","world","جناح حضارات العالم","مدينة تيكال الأثرية","حضارة المايا - غواتيمالا","من أعظم مدن المايا وأهرامها الشاهقة. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-003","world","جناح حضارات العالم","مدينة كوبان","حضارة المايا - هندوراس","اشتهرت بنقوشها الحجرية ومسلاتها الفنية. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-004","world","جناح حضارات العالم","مدينة بالنكي","حضارة المايا - المكسيك","تضم معبد النقوش ومقبرة ملكية فاخرة. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-005","world","جناح حضارات العالم","تقويم المايا الدائري","حضارة المايا","نظام تقويم فلكي بالغ الدقة. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-006","world","جناح حضارات العالم","مخطوطة دريسدن (كتاب المايا)","حضارة المايا","أحد أقدم كتب المايا الباقية بالكتابة الهيروغليفية. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-007","world","جناح حضارات العالم","قناع موت المايا اليشمي","يشم","قناع جنائزي فاخر لحاكم من المايا. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-008","world","جناح حضارات العالم","ملعب الكرة عند المايا","حضارة المايا","ملعب طقسي رياضي ديني مقدس. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-009","world","جناح حضارات العالم","مدينة ماتشو بيتشو","إمبراطورية الإنكا - بيرو","مدينة جبلية غامضة من حجارة مصقولة بدقة. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-010","world","جناح حضارات العالم","طريق الإنكا الملكي (كابك نان)","إمبراطورية الإنكا","شبكة طرق ضخمة ربطت الإمبراطورية. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-011","world","جناح حضارات العالم","مدينة كوسكو عاصمة الإنكا","بيرو","عاصمة إمبراطورية الإنكا وقلبها الديني. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-012","world","جناح حضارات العالم","معبد الشمس (كوريكانتشا)","كوسكو - بيرو","أهم معبد ديني في إمبراطورية الإنكا. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-013","world","جناح حضارات العالم","كيبو (الحبال المعقودة)","إمبراطورية الإنكا","نظام تسجيل بالعقد بدلاً من الكتابة. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-014","world","جناح حضارات العالم","أقنعة إنكا الذهبية الجنائزية","ذهب","أقنعة فاخرة توضع على وجوه النبلاء المتوفين. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-015","world","جناح حضارات العالم","تماثيل تيوانتينسويو الحجرية","إمبراطورية الإنكا","تماثيل طقسية من حجر البازلت. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-016","world","جناح حضارات العالم","سور الصين العظيم","الصين القديمة","أطول بناء دفاعي من صنع الإنسان. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-017","world","جناح حضارات العالم","جيش تيراكوتا الطيني","الصين - أسرة تشين","آلاف الجنود الطينيين لحراسة قبر الإمبراطور. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-018","world","جناح حضارات العالم","مدينة بكين المحرمة","الصين - أسرة مينغ","القصر الإمبراطوري المركزي لأباطرة الصين. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-019","world","جناح حضارات العالم","قناة الصين الكبرى","الصين القديمة","أطول قناة مائية صناعية في العالم. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-020","world","جناح حضارات العالم","إناء برونزي من أسرة شانغ","الصين القديمة","يعكس براعة صب البرونز الصينية المبكرة. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-021","world","جناح حضارات العالم","خزف مينغ الأزرق والأبيض","الصين - أسرة مينغ","طراز خزفي صيني عالمي الشهرة. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-022","world","جناح حضارات العالم","عربة برونزية من مقبرة إمبراطورية","الصين - أسرة تشين","نموذج مصغر دقيق لعربة ملكية. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-023","world","جناح حضارات العالم","درع حرير صيني تقليدي","حرير مطرز","يعكس تطور صناعة الحرير الصينية العريقة. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-024","world","جناح حضارات العالم","مخطوطة كونفوشيوس الفلسفية","الصين القديمة","نصوص أخلاقية أثرت في الفكر الصيني لآلاف السنين. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-025","world","جناح حضارات العالم","بوصلة صينية قديمة","معدن ومغناطيس","من أوائل اختراعات الملاحة الصينية. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-026","world","جناح حضارات العالم","طبق يشم إمبراطوري صيني","يشم","حجر كريم مقدس في الثقافة الصينية. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-027","world","جناح حضارات العالم","تمثال بوذا برونزي صيني","برونز","يعكس انتشار البوذية في الصين القديمة. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-028","world","جناح حضارات العالم","مملكة أكسوم ومسلاتها","إثيوبيا","مسلات حجرية ضخمة لمملكة أفريقية قديمة قوية. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-029","world","جناح حضارات العالم","مدينة الزيمبابوي العظمى","زيمبابوي","أطلال حجرية ضخمة لمملكة أفريقية مزدهرة. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-030","world","جناح حضارات العالم","مملكة مالي وممر تمبكتو","غرب أفريقيا","مركز تجاري وعلمي أفريقي مزدهر. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-031","world","جناح حضارات العالم","تمثال نوك الطيني","نيجيريا","من أقدم الفنون النحتية في غرب أفريقيا. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-032","world","جناح حضارات العالم","رأس إيفي البرونزية","نيجيريا","تحفة نحتية تعكس براعة فن يوروبا القديم. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-033","world","جناح حضارات العالم","برونزيات بنين الملكية","نيجيريا","ألواح برونزية فاخرة من بلاط مملكة بنين. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
"world-034","world","جناح حضارات العالم","أهرامات مروي النوبية","السودان","أهرامات نوبية أصغر وأكثر عدداً من المصرية. تمثل هذه القطعة شاهداً على تنوع وثراء حضارات العالم القديم."
"world-035","world","جناح حضارات العالم","مملكة كوش النوبية","السودان","حضارة نيلية مجاورة لمصر ومنافسة لها. تروي هذه القطعة فصلاً من تاريخ حضارة إنسانية ازدهرت بعيدًا عن ضفاف النيل."
"world-036","world","جناح حضارات العالم","قصر الملكة الأثيوبية (غوندار)","إثيوبيا","مجمع قصور ملكي أفريقي محصن. تعكس هذه القطعة إبداع شعوب قدّمت للبشرية إرثًا فنيًا وثقافيًا خالدًا."
